post_id,text,comment_time,from_id
268293,Ого! А сколько тогда удалось мошенникам похитить?,1707840506,27965624
260102,"Очевидно, российский рынок капитала должен получить деньги от ЦБРФ, Минфина, ФНБ, Фондов Правительства, ВЭБ, Экспортёров, гос. Корпораций, предприятий топ 500 России.  Без основных денег страны рынок капитала не оживет. Ддя начала логично чтобы ЦБРФ дал указание об оформлении финансирования банками не через кулуарные кредиты, а через публичные размещения облигаций через национальные биржи. От Минфина логично указание о том, что все предприятия с годовым оборотом более 1 млрд рублей должны становиться ПАО и работать через национальные биржи.",1670910489,710313517
260102,"Единственная ""мощная мера"" - увеличение количества денег в экономике, которое даст населению и предприятиям возможность сберегать и инвестировать часть доходов. Но, руководство ЦБ, видимо это себе представить не может",1670931208,51377480
260102,"Бизнес через биржу может привлечь капитал. Только есть очень такая небольшая проблемка. Весь бизнес ведет свою деятельность через ООО. Чтобы привлечь капитал, надо быть АО. Даже если предприниматель зарегистрирует АО, то провести листинг на бирже он сможет только через три года, согласно правилам биржи.Отмените правило,  что АО может провести листинг только через три года после регистрации и получите в месяц от 20 до 50 новых размещений. Банк России вообще в курсе, что есть такое правило на Московской бирже? Надеяться, что бизнес начнёт привлекать долевой долгосрочный капитал с биржи сразу с 23 года бессмысленно. В лучшем случае через три года, то есть с 26 года.
Но ещё есть и сам предприниматель. Для него процесс привлечения капитала с биржи - это вообще тёмный лес. Все говорят от финграмотности населения, а о финграмотности предпринимателя вообще никто не вспоминает. Этому ещё научиться нужно, а сколько это времени займёт? Ещё год, может два. Вот и получается,  что реально в текущих условиях мы увидим какие-то массовые размещения лет через 5.",1671136050,571261965
260102,"Ограбленный директорами через накладные расходы народ не сможет создать внутренний рынок. А без внутреннего рынка не будет малого бизнеса, и крупный бизнес так и останется способом продажи ресурсов за рубеж.",1671345793,170408811
190472,"какой бред, банки тогда новые кредиты выдать не смогут.",1486463473,2872303
190472,"[id2872303|Павел], деньги все вкладываются во что то,их о сути нет на руках, от телефона до ипотеки",1486463771,411851234
190472,"[id411851234|Андрей], они возвращаются в банковскую систему и за счёт этого банки снова могут выдавать кредиты с изначальной занятой расписки у ЦБ. т.е. банк взял у ЦБ 1000 рублей, а за счет возврата этой тысячи в банковскую систему, её еще раз 9 могут выдать. и в итоге банк с взятой у ЦБ 1000 рублевой бумажки получает % как с 9 тысяч.
Это и есть финансовая система порабощения общества.",1486463927,2872303
190472,"Павел, ну какая разница от этого простому потребителю?он же берет на заранее известных условиях и на материальные ВЕЩИ,тоесть отдавать будет погашением этого кредита! вопрос,как ЦБ может запретить тратить кредитные деньги?",1486464114,411851234
190472,"[id411851234|Андрей], да не будет ЦБ ничего запрещать, кредит - это инструмент их финансового господства. Они ж не дебилы конченные, чтобы власть свою отдавать.",1486464244,2872303
190472,"""По словам Набиуллиной, на смену изжившей себя потребительской модели поведения населения должна прийти ""сберегательно-инвестиционная """".
Вопрос: во что инвестировать? Помню, была реклама, которая предлагала вкладывать деньги в свою будущую пенсию: я кладу рубль и государство добавляет тоже рубль. Потом что-то там заморозили, изъяли, запретили, отменили... Короче, идея инвестирования в пенсию окончилась ничем. Были какие-то ""народные"" IPO, но сразу же после них акции компаний падали, и я даже не знаю, восстановились ли они до уровня предпродажи. Если порыться в памяти, можно и еще пяток таких же ""успешных"" историй вспомнить.
Мало одних призывов инвестировать, надо создавать удобные и (со всеми оговорками) надежные инструменты для инвестиций.",1486464432,5351772
190472,"МВФ ""плохого не посоветует"".",1486464473,214510774
190472,"Вот еще вспомнилось: в свое время какая-то дочерняя структура Сбербанка предлагала пенсионерам вкладывать деньги в акции каких-то компаний. Потом выяснилось, что это был обычный обман, компании благополучно разорились, пенсионеры не получили ничего, виновных не нашли, но бьюсь об заклад, что кто-то из организаторов этого дельца весьма неплохо заработал.",1486464920,5351772
190472,лучше бы они микрофинансовые организации прикрыли полностью,1486468402,922080
190472,Обьебулина,1486469354,367902292
